region,succ_name,firstCat,source,target,value
Montréal,Halles de la Gare,Spiritueux,Scotch et whisky,Scotch single malt,24
Montréal,Halles de la Gare,Spiritueux,Vodka,Vodka,35
Montréal,Halles de la Gare,Spiritueux,Liqueur et Crème,Crème,14
Montréal,Halles de la Gare,Spiritueux,Liqueur et Crème,Liqueur amère,4
Montréal,Halles de la Gare,Spiritueux,Rhum,Rhum ambré,13
Montréal,Halles de la Gare,Spiritueux,Rhum,Rhum épicé,12
Montréal,Halles de la Gare,Spiritueux,Rhum,Rhum blanc,9
Montréal,Halles de la Gare,Spiritueux,Scotch et whisky,Scotch blended,16
Montréal,Halles de la Gare,Spiritueux,Rhum,Rhum agricole,3
Montréal,Halles de la Gare,Spiritueux,Scotch et whisky,Whiskey américain,9
Montréal,Halles de la Gare,Spiritueux,Gin,Dry gin,34
Montréal,Halles de la Gare,Spiritueux,Liqueur et Crème,Liqueur de fruit,12
Montréal,Halles de la Gare,Bière,Bière dorée,Bière ale,4
Montréal,Halles de la Gare,Spiritueux,Cognac et brandy,Calvados,1
Montréal,Halles de la Gare,Porto et vin fortifié,Porto,Porto blanc,1
Montréal,Halles de la Gare,Porto et vin fortifié,Porto,Tawny,2
Montréal,Halles de la Gare,Porto et vin fortifié,Porto,Tawny - 10 ans,2
Montréal,Halles de la Gare,Spiritueux,Scotch et whisky,Whisky canadien,14
Montréal,Halles de la Gare,Spiritueux,Liqueur et Crème,Boisson alcoolisée,7
Montréal,Halles de la Gare,Porto et vin fortifié,Pineau des Charentes,Pineau des Charentes,2
Montréal,Halles de la Gare,Spiritueux,Cognac et brandy,Brandy,11
Montréal,Halles de la Gare,Spiritueux,Vodka,Vodka aromatisée,9
Montréal,Halles de la Gare,Spiritueux,Liqueur et Crème,Liqueur,11
Montréal,Halles de la Gare,Spiritueux,Cognac et brandy,Cognac V.S.,3
Montréal,Halles de la Gare,Spiritueux,Téquila,Téquila dorée,2
Montréal,Halles de la Gare,Spiritueux,Gin,Genièvre,1
Montréal,Halles de la Gare,Spiritueux,Rhum,Rhum brun,6
Montréal,Halles de la Gare,Spiritueux,Liqueur et Crème,Liqueur d'amande et noyau,4
Montréal,Halles de la Gare,Spiritueux,Gin,Dry gin aromatisé,5
Montréal,Halles de la Gare,Spiritueux,Cognac et brandy,Cognac X.O.,1
Montréal,Halles de la Gare,Spiritueux,Liqueur et Crème,Boisson à l'érable,2
Montréal,Halles de la Gare,Spiritueux,Scotch et whisky,Whiskey irlandais,4
Montréal,Halles de la Gare,Spiritueux,Liqueur et Crème,Liqueur d'agrumes,2
Montréal,Halles de la Gare,Porto et vin fortifié,Vermouth,Vermouth blanc,2
Montréal,Halles de la Gare,Spiritueux,Liqueur et Crème,Liqueur de menthe,2
Montréal,Halles de la Gare,Spiritueux,Liqueur et Crème,Boisson aux fruits,5
Montréal,Halles de la Gare,Spiritueux,Eau-de-vie,Grappa,2
Montréal,Halles de la Gare,Spiritueux,Liqueur et Crème,Liqueur d'anis,1
Montréal,Halles de la Gare,Cooler et cocktail prémixé,Cocktail et cooler au vin,Sangria,1
Montréal,Halles de la Gare,Spiritueux,Cognac et brandy,Cognac V.S.O.P.,2
Montréal,Halles de la Gare,Spiritueux,Alcool anisé,Pastis,3
Montréal,Halles de la Gare,Spiritueux,Rhum,Rhum aromatisé,1
Montréal,Halles de la Gare,Spiritueux,Eau-de-vie,Eau-de-vie de pomme,1
Montréal,Halles de la Gare,Porto et vin fortifié,Porto,LBV,1
Montréal,Halles de la Gare,Bière,Bière blonde,Bière lager,12
Montréal,Halles de la Gare,Bière,Bière rousse,Bière ale,1
Montréal,Halles de la Gare,Spiritueux,Scotch et whisky,Scotch blended malt,3
Montréal,Halles de la Gare,Bière,Bière blanche,Bière ale,4
Montréal,Halles de la Gare,Bière,Bière dorée,Bière spontanée,1
Montréal,Halles de la Gare,Bière,Bière rouge,Bière spontanée,1
Montréal,Halles de la Gare,Spiritueux,Scotch et whisky,Whisky,1
Montréal,Halles de la Gare,Porto et vin fortifié,Porto,Porto rouge,1
Montréal,Halles de la Gare,Spiritueux,Alcool anisé,Arak,2
Montréal,Halles de la Gare,Bière,Bière noire,Bière ale,2
Montréal,Halles de la Gare,Bière,Bière brune,Bière ale,3
Montréal,Halles de la Gare,Bière,Bière blonde,Bière ale,3
Montréal,Halles de la Gare,Spiritueux,Liqueur et Crème,Liqueur d'herbe,2
Montréal,Halles de la Gare,Spiritueux,Alcool anisé,Ouzo,1
Montréal,Halles de la Gare,Spiritueux,Eau-de-vie,Kirsh,1
Montréal,Halles de la Gare,Porto et vin fortifié,Vermouth,Vermouth rouge,1
Montréal,Halles de la Gare,Spiritueux,Scotch et whisky,Scotch pure malt,1
Montréal,Halles de la Gare,Bière,Bière ambrée,Bière ale,1
Montérégie,Quartier Dix30,Vin,Vin,Vin rouge,1262
Montérégie,Quartier Dix30,Vin,Vin,Vin blanc,644
Montérégie,Quartier Dix30,Spiritueux,Spiritueux,Gin,111
Montérégie,Quartier Dix30,Spiritueux,Spiritueux,Scotch et whisky,131
Montérégie,Quartier Dix30,Spiritueux,Spiritueux,Eau-de-vie,23
Montérégie,Quartier Dix30,Spiritueux,Spiritueux,Absinthe,2
Montérégie,Quartier Dix30,Spiritueux,Spiritueux,Vodka,89
Montérégie,Quartier Dix30,Champagne et mousseux,Champagne et mousseux,Vin mousseux,91
Montérégie,Quartier Dix30,Spiritueux,Spiritueux,Liqueur et Crème,156
Montérégie,Quartier Dix30,Apéritif,Apéritif,Apéritif à base de gentiane,10
Montérégie,Quartier Dix30,Spiritueux,Spiritueux,Rhum,80
Montérégie,Quartier Dix30,Champagne et mousseux,Champagne et mousseux,Champagne rosé,8
Montérégie,Quartier Dix30,Champagne et mousseux,Champagne et mousseux,Champagne,51
Montérégie,Quartier Dix30,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cooler à base de spiritueux,56
Montérégie,Quartier Dix30,Champagne et mousseux,Champagne et mousseux,Vin mousseux rosé,21
Montérégie,Quartier Dix30,Vin de dessert,Vin de dessert,,11
Montérégie,Quartier Dix30,Spiritueux,Spiritueux,Téquila,29
Montérégie,Quartier Dix30,Vin,Vin,Vin rosé,73
Montérégie,Quartier Dix30,Spiritueux,Spiritueux,Cognac et brandy,37
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto et vin fortifié,Porto,28
Montérégie,Quartier Dix30,Champagne et mousseux,Champagne et mousseux,Vin mousseux rouge,2
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto et vin fortifié,Pineau des Charentes,4
Montérégie,Quartier Dix30,Cidre,Cidre,Cidre mousseux,44
Montérégie,Quartier Dix30,Vin de dessert,Vin de dessert,Sauternes,7
Montérégie,Quartier Dix30,Cidre,Cidre,Cidre léger,3
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto et vin fortifié,Vermouth,13
Montérégie,Quartier Dix30,Cidre,Cidre,Cidre de glace,11
Montérégie,Quartier Dix30,Poiré,Poiré,Poiré mousseux,4
Montérégie,Quartier Dix30,Cidre,Cidre,Cidre aromatisé,1
Montérégie,Quartier Dix30,Spiritueux,Spiritueux,Alcool anisé,13
Montérégie,Quartier Dix30,Vin de dessert,Vin de dessert,Vin de glace,7
Montérégie,Quartier Dix30,Poiré,Poiré,Poiré de glace,3
Montérégie,Quartier Dix30,Apéritif,Apéritif,Boisson aromatisée,4
Montérégie,Quartier Dix30,Cidre,Cidre,,2
Montérégie,Quartier Dix30,Cidre,Cidre,Cidre fort,2
Montérégie,Quartier Dix30,Cidre,Cidre,Vermouth,3
Montérégie,Quartier Dix30,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail et cooler au vin,6
Montérégie,Quartier Dix30,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail à base de spiritueux,5
Montérégie,Quartier Dix30,Spiritueux,Spiritueux,Alcool,3
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto et vin fortifié,Madère,2
Montérégie,Quartier Dix30,Cidre,Cidre,Cidre apéritif,1
Montérégie,Quartier Dix30,Hydromel,Hydromel,Hydromel,5
Montérégie,Quartier Dix30,Hydromel,Hydromel,Hydromel aromatisé,4
Montérégie,Quartier Dix30,Apéritif,Apéritif,Apéritif à base de vin,9
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto et vin fortifié,,3
Montérégie,Quartier Dix30,Cidre,Cidre,Cidre traditionnel,1
Montérégie,Quartier Dix30,Poiré,Poiré,Poiré fort,1
Montérégie,Quartier Dix30,Apéritif,Apéritif,Vin apéritif,3
Montérégie,Quartier Dix30,Article non alcoolisé,Article non alcoolisé,Alcootest,1
Montérégie,Quartier Dix30,Bière,Bière,Bière blonde,27
Montérégie,Quartier Dix30,Bière,Bière,Bière dorée,13
Montérégie,Quartier Dix30,Article non alcoolisé,Article non alcoolisé,Accessoires,4
Montérégie,Quartier Dix30,Bière,Bière,Bière blanche,6
Montérégie,Quartier Dix30,Bière,Bière,Bière rouge,4
Montérégie,Quartier Dix30,Bière,Bière,Bière ambrée,5
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto et vin fortifié,Marsala,1
Montérégie,Quartier Dix30,Bière,Bière,Bière brune,9
Montérégie,Quartier Dix30,Bière,Bière,Bière noire,9
Montérégie,Quartier Dix30,Apéritif,Apéritif,Apéritif à base d'artichaut,1
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto et vin fortifié,Muscat,2
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto et vin fortifié,Banyuls,5
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto et vin fortifié,Floc de Gascogne,1
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto et vin fortifié,Macvin du Jura,1
Montérégie,Quartier Dix30,Bière,Bière,Bière rousse,3
Montérégie,Quartier Dix30,Saké,Saké,Saké Junmai-ginjo,1
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto et vin fortifié,Maury,3
Montérégie,Quartier Dix30,Spiritueux,Spiritueux,,1
Montérégie,Quartier Dix30,Bière,Bière,Bière jaune,1
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto et vin fortifié,Xérès et Montilla-Moriles,2
Montérégie,Quartier Dix30,Article non alcoolisé,Article non alcoolisé,Sac et emballage,1
Montérégie,Quartier Dix30,Saké,Saké,Saké Junmai,1
Montérégie,Quartier Dix30,Spiritueux,Gin,Dry gin,83
Montérégie,Quartier Dix30,Spiritueux,Scotch et whisky,Scotch single malt,29
Montérégie,Quartier Dix30,Spiritueux,Vodka,Vodka,69
Montérégie,Quartier Dix30,Spiritueux,Vodka,Vodka aromatisée,20
Montérégie,Quartier Dix30,Spiritueux,Liqueur et Crème,Crème,26
Montérégie,Quartier Dix30,Spiritueux,Liqueur et Crème,Liqueur amère,13
Montérégie,Quartier Dix30,Spiritueux,Rhum,Rhum ambré,24
Montérégie,Quartier Dix30,Spiritueux,Rhum,Rhum aromatisé,4
Montérégie,Quartier Dix30,Spiritueux,Rhum,Rhum épicé,21
Montérégie,Quartier Dix30,Spiritueux,Rhum,Rhum blanc,13
Montérégie,Quartier Dix30,Spiritueux,Scotch et whisky,Scotch blended,25
Montérégie,Quartier Dix30,Spiritueux,Rhum,Rhum agricole,5
Montérégie,Quartier Dix30,Spiritueux,Liqueur et Crème,Liqueur de café,4
Montérégie,Quartier Dix30,Spiritueux,Scotch et whisky,Whiskey américain,23
Montérégie,Quartier Dix30,Spiritueux,Liqueur et Crème,Liqueur de fruit,26
Montérégie,Quartier Dix30,Spiritueux,Liqueur et Crème,Liqueur d'herbe,12
Montérégie,Quartier Dix30,Spiritueux,Cognac et brandy,Calvados,1
Montérégie,Quartier Dix30,Spiritueux,Scotch et whisky,Whiskey irlandais,9
Montérégie,Quartier Dix30,Spiritueux,Liqueur et Crème,Boisson alcoolisée,11
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto,Porto blanc,2
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto,Tawny,2
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto,Tawny - 10 ans,8
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto,Tawny - 20 ans,4
Montérégie,Quartier Dix30,Spiritueux,Scotch et whisky,Whisky canadien,28
Montérégie,Quartier Dix30,Spiritueux,Téquila,Téquila dorée,6
Montérégie,Quartier Dix30,Porto et vin fortifié,Pineau des Charentes,Pineau des Charentes,3
Montérégie,Quartier Dix30,Spiritueux,Cognac et brandy,Brandy,17
Montérégie,Quartier Dix30,Porto et vin fortifié,Vermouth,Vermouth rouge,6
Montérégie,Quartier Dix30,Spiritueux,Liqueur et Crème,Liqueur d'agrumes,4
Montérégie,Quartier Dix30,Spiritueux,Liqueur et Crème,Liqueur,30
Montérégie,Quartier Dix30,Spiritueux,Cognac et brandy,Cognac V.S.,6
Montérégie,Quartier Dix30,Spiritueux,Liqueur et Crème,Liqueur de menthe,6
Montérégie,Quartier Dix30,Spiritueux,Gin,Genièvre,8
Montérégie,Quartier Dix30,Spiritueux,Rhum,Rhum brun,11
Montérégie,Quartier Dix30,Spiritueux,Liqueur et Crème,Liqueur d'amande et noyau,6
Montérégie,Quartier Dix30,Spiritueux,Alcool anisé,Pastis,6
Montérégie,Quartier Dix30,Spiritueux,Gin,Dry gin aromatisé,17
Montérégie,Quartier Dix30,Spiritueux,Scotch et whisky,Whisky de grain,2
Montérégie,Quartier Dix30,Spiritueux,Eau-de-vie,Eau-de-vie d'érable,8
Montérégie,Quartier Dix30,Spiritueux,Cognac et brandy,Brandy de fruit,2
Montérégie,Quartier Dix30,Spiritueux,Gin,Genièvre aromatisé,3
Montérégie,Quartier Dix30,Spiritueux,Liqueur et Crème,Boisson à l'érable,4
Montérégie,Quartier Dix30,Spiritueux,Cognac et brandy,Brandy de pomme,2
Montérégie,Quartier Dix30,Spiritueux,Eau-de-vie,Eau-de-vie de pomme,2
Montérégie,Quartier Dix30,Cooler et cocktail prémixé,Cocktail et cooler au vin,Cooler au vin,4
Montérégie,Quartier Dix30,Spiritueux,Liqueur et Crème,Boisson aux fruits,7
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto,LBV,2
Montérégie,Quartier Dix30,Spiritueux,Cognac et brandy,Cognac V.S.O.P.,5
Montérégie,Quartier Dix30,Spiritueux,Cognac et brandy,Cognac X.O.,4
Montérégie,Quartier Dix30,Spiritueux,Eau-de-vie,Eau-de-vie de canne à sucre,3
Montérégie,Quartier Dix30,Spiritueux,Liqueur et Crème,Liqueur d'anis,4
Montérégie,Quartier Dix30,Cooler et cocktail prémixé,Cocktail et cooler au vin,Sangria,2
Montérégie,Quartier Dix30,Porto et vin fortifié,Vermouth,Vermouth blanc,7
Montérégie,Quartier Dix30,Spiritueux,Liqueur et Crème,Liqueur de pomme,2
Montérégie,Quartier Dix30,Spiritueux,Eau-de-vie,Pisco,2
Montérégie,Quartier Dix30,Spiritueux,Eau-de-vie,Grappa,2
Montérégie,Quartier Dix30,Spiritueux,Scotch et whisky,Whisky,3
Montérégie,Quartier Dix30,Spiritueux,Alcool anisé,Arak,6
Montérégie,Quartier Dix30,Bière,Bière blonde,Bière lager,17
Montérégie,Quartier Dix30,Spiritueux,Rhum,Rhum noir,1
Montérégie,Quartier Dix30,Bière,Bière dorée,Bière ale,6
Montérégie,Quartier Dix30,Bière,Bière blanche,Bière ale,6
Montérégie,Quartier Dix30,Bière,Bière dorée,Bière spontanée,5
Montérégie,Quartier Dix30,Bière,Bière rouge,Bière spontanée,3
Montérégie,Quartier Dix30,Bière,Bière ambrée,Bière ale,5
Montérégie,Quartier Dix30,Bière,Bière blonde,Bière ale,10
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto,Tawny - 30 ans,1
Montérégie,Quartier Dix30,Bière,Bière brune,Bière ale,9
Montérégie,Quartier Dix30,Bière,Bière noire,Bière ale,9
Montérégie,Quartier Dix30,Spiritueux,Rhum,Rhum doré,1
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto,Porto rouge,1
Montérégie,Quartier Dix30,Bière,Bière rouge,Bière ale,1
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto,Porto rosé,1
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto,Ruby,1
Montérégie,Quartier Dix30,Porto et vin fortifié,Muscat,Muscat de Rivesaltes,1
Montérégie,Quartier Dix30,Porto et vin fortifié,Banyuls,Banyuls,5
Montérégie,Quartier Dix30,Bière,Bière rousse,Bière lager,1
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto,Vintage,4
Montérégie,Quartier Dix30,Spiritueux,Scotch et whisky,Scotch blended malt,1
Montérégie,Quartier Dix30,Spiritueux,Eau-de-vie,Eau-de-vie de marc,2
Montérégie,Quartier Dix30,Spiritueux,Liqueur et Crème,Liqueur de cacao ou de chocolat,1
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto,Tawny (colheita),1
Montérégie,Quartier Dix30,Spiritueux,Eau-de-vie,Eau-de-vie aromatisée,1
Montérégie,Quartier Dix30,Bière,Bière jaune,Bière spontanée,1
Montérégie,Quartier Dix30,Porto et vin fortifié,Xérès et Montilla-Moriles,Montilla-Moriles,1
Montérégie,Quartier Dix30,Bière,Bière dorée,Bière lager,2
Montérégie,Quartier Dix30,Porto et vin fortifié,Porto,Tawny - 40 ans,1
Montérégie,Quartier Dix30,Porto et vin fortifié,Muscat,Moscatel de Setúbal,1
Montérégie,Quartier Dix30,Spiritueux,Scotch et whisky,Scotch single grain,1
Montérégie,Quartier Dix30,Bière,Bière rousse,Bière ale,2
Abitibi-Témiscamingue,Senneterre,Vin,Vin,Vin rouge,189
Abitibi-Témiscamingue,Senneterre,Spiritueux,Spiritueux,Scotch et whisky,26
Abitibi-Témiscamingue,Senneterre,Spiritueux,Spiritueux,Vodka,23
Abitibi-Témiscamingue,Senneterre,Vin,Vin,Vin blanc,74
Abitibi-Témiscamingue,Senneterre,Spiritueux,Spiritueux,Liqueur et Crème,54
Abitibi-Témiscamingue,Senneterre,Apéritif,Apéritif,Apéritif à base de gentiane,1
Abitibi-Témiscamingue,Senneterre,Spiritueux,Spiritueux,Rhum,35
Abitibi-Témiscamingue,Senneterre,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cooler à base de spiritueux,36
Abitibi-Témiscamingue,Senneterre,Champagne et mousseux,Champagne et mousseux,Vin mousseux rosé,4
Abitibi-Témiscamingue,Senneterre,Vin de dessert,Vin de dessert,,1
Abitibi-Témiscamingue,Senneterre,Spiritueux,Spiritueux,Gin,29
Abitibi-Témiscamingue,Senneterre,Vin,Vin,Vin rosé,10
Abitibi-Témiscamingue,Senneterre,Champagne et mousseux,Champagne et mousseux,Vin mousseux,18
Abitibi-Témiscamingue,Senneterre,Porto et vin fortifié,Porto et vin fortifié,Porto,4
Abitibi-Témiscamingue,Senneterre,Champagne et mousseux,Champagne et mousseux,Champagne,6
Abitibi-Témiscamingue,Senneterre,Champagne et mousseux,Champagne et mousseux,Champagne rosé,1
Abitibi-Témiscamingue,Senneterre,Spiritueux,Spiritueux,Cognac et brandy,14
Abitibi-Témiscamingue,Senneterre,Porto et vin fortifié,Porto et vin fortifié,Vermouth,3
Abitibi-Témiscamingue,Senneterre,Poiré,Poiré,Poiré mousseux,1
Abitibi-Témiscamingue,Senneterre,Cidre,Cidre,Cidre liquoreux,1
Abitibi-Témiscamingue,Senneterre,Cidre,Cidre,Cidre aromatisé,1
Abitibi-Témiscamingue,Senneterre,Spiritueux,Spiritueux,Téquila,6
Abitibi-Témiscamingue,Senneterre,Cidre,Cidre,Cidre de glace,3
Abitibi-Témiscamingue,Senneterre,Cidre,Cidre,Cidre mousseux,4
Abitibi-Témiscamingue,Senneterre,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail et cooler au vin,3
Abitibi-Témiscamingue,Senneterre,Cooler et cocktail prémixé,Cooler et cocktail prémixé,Cocktail à base de spiritueux,4
Abitibi-Témiscamingue,Senneterre,Spiritueux,Spiritueux,Alcool,1
Abitibi-Témiscamingue,Senneterre,Hydromel,Hydromel,Hydromel,1
Abitibi-Témiscamingue,Senneterre,Vin de dessert,Vin de dessert,Vin de glace,1
Abitibi-Témiscamingue,Senneterre,Porto et vin fortifié,Porto et vin fortifié,Pineau des Charentes,1
Abitibi-Témiscamingue,Senneterre,Spiritueux,Spiritueux,Alcool anisé,1
Abitibi-Témiscamingue,Senneterre,Porto et vin fortifié,Porto et vin fortifié,,2
Abitibi-Témiscamingue,Senneterre,Apéritif,Apéritif,Apéritif à base de vin,1
Abitibi-Témiscamingue,Senneterre,Article non alcoolisé,Article non alcoolisé,Alcootest,1
Abitibi-Témiscamingue,Senneterre,Bière,Bière,Bière dorée,2
Abitibi-Témiscamingue,Senneterre,Article non alcoolisé,Article non alcoolisé,Accessoires,2
Abitibi-Témiscamingue,Senneterre,Bière,Bière,Bière ambrée,1
Abitibi-Témiscamingue,Senneterre,Bière,Bière,Bière blanche,1
Abitibi-Témiscamingue,Senneterre,Bière,Bière,Bière blonde,9
Abitibi-Témiscamingue,Senneterre,Saké,Saké,Saké Junmai,1
Abitibi-Témiscamingue,Senneterre,Article non alcoolisé,Article non alcoolisé,Sac et emballage,3
Abitibi-Témiscamingue,Senneterre,Spiritueux,Scotch et whisky,Scotch single malt,4
Abitibi-Témiscamingue,Senneterre,Spiritueux,Vodka,Vodka,19
Abitibi-Témiscamingue,Senneterre,Spiritueux,Liqueur et Crème,Crème,16
Abitibi-Témiscamingue,Senneterre,Spiritueux,Rhum,Rhum ambré,10
Abitibi-Témiscamingue,Senneterre,Spiritueux,Rhum,Rhum épicé,15
Abitibi-Témiscamingue,Senneterre,Spiritueux,Rhum,Rhum blanc,7
Abitibi-Témiscamingue,Senneterre,Spiritueux,Liqueur et Crème,Liqueur de café,1
Abitibi-Témiscamingue,Senneterre,Spiritueux,Gin,Dry gin,19
Abitibi-Témiscamingue,Senneterre,Spiritueux,Liqueur et Crème,Liqueur de fruit,9
Abitibi-Témiscamingue,Senneterre,Spiritueux,Gin,Dry gin aromatisé,4
Abitibi-Témiscamingue,Senneterre,Spiritueux,Scotch et whisky,Whiskey irlandais,3
Abitibi-Témiscamingue,Senneterre,Porto et vin fortifié,Porto,Tawny,2
Abitibi-Témiscamingue,Senneterre,Porto et vin fortifié,Porto,Tawny - 10 ans,1
Abitibi-Témiscamingue,Senneterre,Spiritueux,Scotch et whisky,Whisky canadien,7
Abitibi-Témiscamingue,Senneterre,Spiritueux,Cognac et brandy,Brandy,9
Abitibi-Témiscamingue,Senneterre,Spiritueux,Scotch et whisky,Scotch blended,7
Abitibi-Témiscamingue,Senneterre,Porto et vin fortifié,Vermouth,Vermouth rouge,2
Abitibi-Témiscamingue,Senneterre,Spiritueux,Liqueur et Crème,Liqueur,9
Abitibi-Témiscamingue,Senneterre,Spiritueux,Cognac et brandy,Cognac V.S.,4
Abitibi-Témiscamingue,Senneterre,Spiritueux,Téquila,Téquila dorée,2
Abitibi-Témiscamingue,Senneterre,Spiritueux,Gin,Genièvre,5
Abitibi-Témiscamingue,Senneterre,Spiritueux,Liqueur et Crème,Liqueur de menthe,4
Abitibi-Témiscamingue,Senneterre,Spiritueux,Rhum,Rhum brun,2
Abitibi-Témiscamingue,Senneterre,Spiritueux,Liqueur et Crème,Liqueur d'amande et noyau,4
Abitibi-Témiscamingue,Senneterre,Spiritueux,Gin,Genièvre aromatisé,1
Abitibi-Témiscamingue,Senneterre,Cooler et cocktail prémixé,Cocktail et cooler au vin,Cooler au vin,1
Abitibi-Témiscamingue,Senneterre,Spiritueux,Scotch et whisky,Whiskey américain,5
Abitibi-Témiscamingue,Senneterre,Porto et vin fortifié,Pineau des Charentes,Pineau des Charentes,1
Abitibi-Témiscamingue,Senneterre,Cooler et cocktail prémixé,Cocktail et cooler au vin,Sangria,2
Abitibi-Témiscamingue,Senneterre,Spiritueux,Liqueur et Crème,Boisson alcoolisée,3
Abitibi-Témiscamingue,Senneterre,Spiritueux,Liqueur et Crème,Liqueur d'agrumes,2
Abitibi-Témiscamingue,Senneterre,Spiritueux,Liqueur et Crème,Boisson aux fruits,3
Abitibi-Témiscamingue,Senneterre,Spiritueux,Liqueur et Crème,Liqueur d'anis,1
Abitibi-Témiscamingue,Senneterre,Spiritueux,Cognac et brandy,Cognac V.S.O.P.,1
Abitibi-Témiscamingue,Senneterre,Spiritueux,Alcool anisé,Pastis,1
Abitibi-Témiscamingue,Senneterre,Spiritueux,Rhum,Rhum aromatisé,1
